,home,away,home_total,home_ml,away_total,away_ml
3073,Milwaukee,Washington,112,-700,98,500
3074,Minnesota,Denver,130,-125,115,105
3075,Chicago,Orlando,126,-360,115,300
3076,SanAntonio,GoldenState,120,-250,124,210
3077,Phoenix,Brooklyn,121,-280,111,240
3078,Toronto,Miami,110,-125,106,105
3079,Philadelphia,Washington,103,-550,106,425
3080,Indiana,Orlando,118,-165,119,145
3081,Boston,Charlotte,113,-245,107,205
3082,NewYork,Memphis,108,150,120,-170
3083,Houston,Cleveland,115,170,104,-190
3084,Dallas,OklahomaCity,114,-800,120,550
3085,Utah,Denver,108,-255,104,215
3086,Sacramento,Brooklyn,112,180,101,-210
3087,LALakers,Portland,99,-175,94,155
3088,Detroit,Minnesota,117,250,128,-300
3089,Atlanta,Phoenix,124,135,115,-155
3090,LAClippers,LALakers,111,-165,110,145
3091,GoldenState,Sacramento,126,-1100,114,700
3092,Toronto,Chicago,127,-190,120,170
3093,SanAntonio,Miami,95,260,112,-310
3094,Charlotte,Cleveland,101,-240,102,200
3095,Detroit,Boston,93,400,102,-500
3096,Indiana,Chicago,115,-105,122,-115
3097,Toronto,Atlanta,125,-130,114,110
3098,SanAntonio,Houston,131,-330,106,270
3099,Dallas,Philadelphia,107,105,98,-125
3100,Utah,Brooklyn,125,-220,102,190
3101,Denver,NewOrleans,105,-230,113,195
3102,Portland,OklahomaCity,93,-240,96,200
3103,Orlando,Memphis,115,300,135,-360
3104,Washington,Phoenix,80,270,95,-330
3105,Charlotte,Miami,86,120,104,-140
3106,LALakers,NewYork,122,-210,115,180
3107,Sacramento,OklahomaCity,113,-330,103,270
3108,Portland,Milwaukee,108,425,137,-550
3109,Minnesota,Detroit,118,-900,105,600
3110,Chicago,Philadelphia,108,150,119,-170
3111,Denver,Brooklyn,124,-350,104,290
3112,Cleveland,Indiana,98,-270,85,230
3113,Dallas,Atlanta,103,100,94,-120
3114,Orlando,Boston,83,360,116,-430
3115,Houston,NewOrleans,107,230,120,-270
3116,LAClippers,Milwaukee,113,180,137,-210
3117,Charlotte,Toronto,101,100,116,-120
3118,Washington,Miami,100,240,121,-280
3119,Chicago,Phoenix,124,225,127,-265
3120,OklahomaCity,GoldenState,98,600,110,-900
3121,Utah,NewYork,113,-310,104,260
3122,Philadelphia,Phoenix,109,-120,114,100
3123,Brooklyn,Boston,91,375,126,-450
3124,Atlanta,Indiana,133,-900,112,600
3125,NewOrleans,Houston,110,-400,97,330
3126,Memphis,LAClippers,135,-335,109,275
3127,Dallas,Detroit,116,-600,86,450
3128,Denver,NewYork,132,-400,115,330
3129,LALakers,Milwaukee,116,145,131,-165
3130,Portland,Orlando,95,-105,113,-115
3131,Sacramento,Minnesota,114,280,134,-340
3132,Cleveland,SanAntonio,105,-220,92,190
3133,Charlotte,Chicago,109,105,121,-125
3134,OklahomaCity,Toronto,98,425,117,-550
3135,Sacramento,Minnesota,132,270,119,-330
3136,Portland,LALakers,107,380,105,-460
3137,Utah,GoldenState,111,-120,85,100
3138,Detroit,Memphis,107,525,132,-750
3139,Washington,Brooklyn,113,-115,112,-105
3140,NewOrleans,Miami,97,155,112,-175
3141,Houston,Toronto,120,265,139,-320
3142,Dallas,LAClippers,112,-260,105,220
3143,Phoenix,Milwaukee,131,-155,107,135
3144,GoldenState,NewYork,114,-460,116,380
3145,Philadelphia,OklahomaCity,100,-1100,87,700
3146,Indiana,Cleveland,113,195,120,-230
3147,Detroit,Charlotte,119,205,141,-245
3148,Boston,Denver,108,-250,102,210
3149,Atlanta,SanAntonio,121,-380,136,320
3150,Chicago,Minnesota,134,-115,122,-105
3151,Utah,Orlando,114,-800,99,550
3152,Portland,NewYork,112,165,103,-185
3153,Charlotte,Memphis,118,220,125,-260
3154,NewOrleans,SanAntonio,114,-250,124,210
3155,Washington,Sacramento,110,130,123,-150
3156,Philadelphia,Cleveland,103,-145,93,125
3157,Toronto,Denver,109,-210,110,180
3158,Chicago,OklahomaCity,106,-600,101,450
3159,Miami,Brooklyn,115,-700,111,500
3160,Dallas,LAClippers,97,-300,99,250
3161,GoldenState,LALakers,117,-280,115,240
3162,Phoenix,Orlando,132,-2500,105,1100
3163,Boston,Atlanta,105,-310,95,260
3164,Indiana,Minnesota,120,260,129,-310
3165,Washington,Detroit,103,-165,94,145
3166,NewYork,OklahomaCity,123,-450,127,375
3167,Brooklyn,Sacramento,109,105,85,-125
3168,Milwaukee,Portland,107,-650,122,475
3169,NewOrleans,Toronto,120,145,90,-165
3170,Chicago,SanAntonio,120,-150,109,130
3171,Denver,Orlando,121,-650,111,475
3172,Utah,Houston,135,-1600,101,900
3173,LAClippers,GoldenState,119,200,104,-240
3174,Philadelphia,Boston,87,110,135,-130
3175,Miami,Dallas,99,-210,107,180
3176,Atlanta,Cleveland,124,-140,116,120
3177,Milwaukee,Indiana,128,-1100,119,700
3178,NewOrleans,Memphis,109,140,121,-160
3179,Minnesota,Charlotte,126,-240,120,200
3180,Phoenix,LAClippers,103,-1000,96,650
3181,Orlando,Atlanta,109,185,130,-215
3182,NewYork,Brooklyn,106,-190,111,170
3183,Indiana,Washington,113,-110,108,-110
3184,Boston,Detroit,111,-900,112,600
3185,Chicago,Sacramento,125,-240,118,200
3186,OklahomaCity,SanAntonio,106,280,114,-340
3187,Memphis,Portland,119,-800,123,550
3188,Minnesota,Toronto,91,-120,103,100
3189,Phoenix,Houston,124,-2000,121,1000
3190,GoldenState,Denver,116,-200,117,175
3191,LALakers,Utah,106,155,101,-175
3192,Charlotte,Miami,107,150,111,-170
3193,Brooklyn,Washington,103,-190,117,170
3194,NewOrleans,Dallas,118,120,125,-140
3195,Milwaukee,Philadelphia,120,-260,123,220
3196,LAClippers,Houston,142,-550,111,425
3197,Detroit,Cleveland,106,190,103,-220
3198,Brooklyn,Boston,106,330,129,-400
3199,Chicago,Atlanta,112,-150,108,130
3200,OklahomaCity,Phoenix,104,450,124,-600
3201,Minnesota,Memphis,119,110,114,-130
3202,Portland,GoldenState,95,400,132,-500
3203,Sacramento,Denver,110,145,128,-165
3204,Orlando,Houston,119,-160,111,140
3205,Indiana,OklahomaCity,125,-330,129,270
3206,Charlotte,Toronto,125,115,93,-135
3207,Washington,SanAntonio,153,140,157,-160
3208,NewYork,Miami,100,200,115,-240
3209,Minnesota,Philadelphia,102,120,133,-140
3210,Utah,Dallas,114,-235,109,195
3211,Phoenix,NewOrleans,102,-260,117,220
3212,LALakers,LAClippers,102,-145,105,125
3213,Detroit,Boston,104,500,113,-700
3214,Atlanta,Toronto,127,-180,100,160
3215,Miami,SanAntonio,133,-900,129,600
3216,Cleveland,Washington,92,-380,86,320
3217,Chicago,Memphis,110,115,116,-135
3218,Milwaukee,Brooklyn,123,-500,126,400
3219,Denver,Sacramento,115,-350,110,290
3220,NewYork,Philadelphia,109,280,125,-340
3221,Phoenix,Utah,114,130,118,-150
3222,Indiana,Boston,128,350,107,-420
3223,Charlotte,Detroit,126,-600,127,450
3224,Houston,LAClippers,98,220,99,-260
3225,GoldenState,Dallas,101,-160,107,140
3226,Portland,Denver,92,280,124,-340
3227,LALakers,NewOrleans,95,-140,123,120
3228,Orlando,Indiana,119,-140,103,120
3229,Cleveland,Minnesota,122,140,127,-160
3230,Brooklyn,Toronto,97,135,133,-155
3231,Miami,Chicago,112,-190,99,170
3232,Memphis,SanAntonio,118,-380,105,320
3233,Milwaukee,Charlotte,130,-550,106,425
3234,OklahomaCity,Sacramento,110,180,131,-210
3235,Washington,Detroit,116,-150,113,130
3236,Boston,Atlanta,107,-260,98,220
3237,Toronto,Brooklyn,109,-360,108,300
3238,Houston,LAClippers,100,230,113,-270
3239,Minnesota,GoldenState,129,150,114,-170
3240,LALakers,Dallas,104,175,109,-200
3241,Cleveland,Charlotte,98,-170,119,150
3242,Orlando,Indiana,114,110,122,-130
3243,Philadelphia,NewYork,123,-600,108,450
3244,Milwaukee,Miami,120,-180,119,160
3245,NewOrleans,Sacramento,125,-250,95,210
3246,Houston,Utah,127,850,132,-1500
3247,Denver,OklahomaCity,107,-1600,119,900
3248,Phoenix,Portland,120,-650,90,475
3249,Atlanta,Chicago,130,-130,124,110
3250,Brooklyn,Miami,107,-145,113,125
3251,Toronto,Detroit,106,-360,108,300
3252,Boston,Memphis,120,-135,107,115
3253,SanAntonio,Sacramento,112,-260,115,220
3254,Dallas,GoldenState,122,-125,113,105
3255,LAClippers,LALakers,132,-130,111,110
3256,Philadelphia,Cleveland,125,-330,119,270
3257,Detroit,Indiana,111,120,106,-140
3258,Washington,Atlanta,114,195,117,-230
3259,Chicago,Milwaukee,112,175,118,-200
3260,Toronto,Orlando,97,-310,103,260
3261,NewOrleans,Utah,124,170,90,-190
3262,OklahomaCity,Minnesota,101,350,138,-420
3263,Denver,Houston,116,-450,101,375
3264,Phoenix,NewYork,115,-250,114,210
3265,Dallas,Sacramento,114,-185,113,165
3266,Charlotte,SanAntonio,123,-170,117,150
3267,Memphis,Orlando,124,-1600,96,900
3268,Miami,Philadelphia,99,-200,82,175
3269,Minnesota,Portland,135,-1100,121,700
3270,LALakers,GoldenState,124,190,116,-220
3271,Boston,Brooklyn,126,-220,120,190
3272,Milwaukee,Phoenix,132,-450,122,375
3273,Washington,Indiana,133,-135,123,115
3274,OklahomaCity,Utah,103,750,116,-1200
3275,Houston,Memphis,123,450,112,-600
3276,Cleveland,Toronto,104,-200,96,175
3277,Denver,NewOrleans,138,-185,130,165
3278,LAClippers,NewYork,93,-230,116,195
3279,Philadelphia,Chicago,121,-330,106,270
3280,Detroit,Atlanta,113,250,110,-300
3281,Miami,Houston,123,-2500,106,1100
3282,Minnesota,Portland,124,-1200,81,750
3283,SanAntonio,LALakers,117,-260,110,220
3284,Dallas,Utah,111,-105,103,-115
3285,Denver,GoldenState,131,-350,124,290
3286,Sacramento,NewYork,115,-170,131,150
3287,Charlotte,Brooklyn,121,150,132,-170
3288,Orlando,Phoenix,99,205,102,-245
3289,Indiana,Cleveland,124,125,127,-145
3290,Memphis,NewOrleans,132,-330,111,270
3291,OklahomaCity,Milwaukee,115,700,142,-1100
3292,GoldenState,LAClippers,112,-240,97,200
3293,Detroit,Chicago,108,215,114,-255
3294,Charlotte,Boston,101,220,115,-260
3295,Miami,Phoenix,90,-180,111,160
3296,Milwaukee,Atlanta,124,-185,115,165
3297,Houston,LALakers,139,260,130,-310
3298,NewOrleans,Orlando,102,-360,108,300
3299,Minnesota,OklahomaCity,132,-1400,102,800
3300,SanAntonio,Toronto,104,100,119,-120
3301,Dallas,NewYork,77,-400,107,330
3302,Utah,Portland,123,-4000,85,1400
3303,Sacramento,Denver,100,220,106,-260
3304,LAClippers,Washington,115,-160,109,140
3305,Philadelphia,Brooklyn,100,-180,129,160
3306,Denver,GoldenState,102,105,113,-125
3307,Orlando,Minnesota,118,300,110,-360
3308,Boston,Detroit,114,-1100,103,700
3309,Atlanta,LAClippers,112,-280,106,240
3310,Houston,Dallas,100,450,113,-600
3311,Memphis,NewYork,118,-410,114,340
3312,Miami,Cleveland,117,-340,105,280
3313,NewOrleans,Charlotte,120,130,142,-150
3314,SanAntonio,Utah,104,190,102,-220
3315,Phoenix,Toronto,112,-210,117,180
3316,LALakers,Washington,122,-185,109,165
3317,SanAntonio,Indiana,108,-130,119,110
3318,Miami,Minnesota,104,-165,113,145
3319,Chicago,Cleveland,101,-190,91,170
3320,GoldenState,Milwaukee,122,110,109,-130
3321,Utah,Sacramento,134,-400,125,330
3322,Denver,Toronto,115,-275,127,235
3323,Portland,Washington,127,230,118,-270
3324,Brooklyn,NewYork,110,-240,107,200
3325,Detroit,LAClippers,102,155,106,-175
3326,Boston,Dallas,92,-280,95,240
3327,Orlando,Philadelphia,114,500,116,-700
3328,OklahomaCity,Memphis,118,800,125,-1400
3329,Atlanta,Indiana,131,-800,128,550
3330,NewOrleans,Houston,130,-250,105,210
3331,Phoenix,LALakers,140,-330,111,270
3332,Cleveland,LAClippers,120,-280,111,240
3333,Atlanta,Portland,122,-1100,113,700
3334,Philadelphia,Denver,110,-165,114,145
3335,OklahomaCity,Charlotte,116,450,134,-600
3336,SanAntonio,Minnesota,139,145,149,-165
3337,GoldenState,Washington,126,-800,112,550
3338,Sacramento,Chicago,112,160,103,-180
3339,Utah,Milwaukee,111,-135,117,115
3340,LALakers,Toronto,103,165,114,-185
3341,Orlando,Brooklyn,108,400,150,-500
3342,Indiana,Memphis,102,225,135,-265
3343,Miami,Detroit,105,-1100,98,700
3344,NewOrleans,Phoenix,115,160,131,-180
3345,Charlotte,Atlanta,116,-110,106,-110
3346,Washington,Denver,109,240,127,-280
3347,Cleveland,Philadelphia,114,150,118,-170
3348,NewYork,Portland,128,-850,98,575
3349,Brooklyn,Dallas,111,135,113,-155
3350,Houston,Phoenix,112,425,129,-550
3351,Minnesota,LALakers,124,-420,104,350
3352,SanAntonio,OklahomaCity,122,-750,120,525
3353,Utah,Chicago,125,-270,110,230
3354,Sacramento,Milwaukee,126,330,135,-400
3355,GoldenState,Boston,88,-125,110,105
3356,LAClippers,Toronto,100,120,103,-140
3357,Orlando,Detroit,120,-145,134,125
3358,Philadelphia,Dallas,111,-185,101,165
3359,Cleveland,Denver,119,125,116,-145
3360,Brooklyn,Portland,128,-1200,123,750
3361,Toronto,LALakers,123,-370,128,310
3362,Atlanta,Memphis,120,210,105,-250
3363,NewYork,Washington,100,-250,97,210
3364,Houston,Indiana,118,145,121,-165
3365,Miami,OklahomaCity,120,-1600,108,900
3366,SanAntonio,NewOrleans,91,-130,124,110
3367,Utah,LAClippers,121,-220,92,190
3368,Sacramento,Boston,97,425,126,-550
3369,Phoenix,Chicago,129,-190,102,170
3370,Minnesota,Milwaukee,138,-155,119,135
3371,Charlotte,Dallas,129,-135,108,115
3372,Cleveland,Detroit,113,-235,109,195
3373,Washington,LALakers,127,100,119,-120
3374,Houston,Memphis,98,550,122,-800
3375,Indiana,Portland,129,-350,98,290
3376,Sacramento,Phoenix,124,290,127,-350
3377,Atlanta,NewOrleans,112,-200,117,175
3378,Orlando,OklahomaCity,90,-350,85,290
3379,NewYork,Utah,93,140,108,-160
3380,Denver,Boston,104,125,124,-145
3381,GoldenState,SanAntonio,108,-265,110,225
3382,Philadelphia,Toronto,88,-350,93,290
3383,Detroit,Portland,115,-450,119,375
3384,Cleveland,LALakers,120,-200,131,175
3385,Philadelphia,Miami,113,270,106,-330
3386,Charlotte,NewOrleans,106,-230,103,195
3387,Brooklyn,Utah,114,110,106,-130
3388,Chicago,Toronto,113,-165,99,145
3389,OklahomaCity,Boston,123,700,132,-1100
3390,Houston,Washington,115,145,97,-165
3391,Dallas,Minnesota,110,-125,108,105
3392,Orlando,GoldenState,94,260,90,-310
3393,NewYork,Atlanta,111,145,117,-165
3394,Milwaukee,Chicago,126,-265,98,225
3395,Denver,LAClippers,127,-260,115,220
3396,Detroit,Atlanta,122,175,101,-200
3397,Indiana,Sacramento,109,-220,110,190
3398,Charlotte,NewYork,106,-360,121,300
3399,Miami,GoldenState,104,-500,118,400
3400,Memphis,Brooklyn,132,-110,120,-110
3401,Boston,Utah,125,-200,97,175
3402,OklahomaCity,Orlando,118,110,102,-130
3403,Minnesota,Phoenix,116,-125,125,105
3404,Dallas,Houston,110,-500,91,400
3405,LALakers,Philadelphia,121,375,126,-450
3406,Portland,SanAntonio,96,370,133,-440
3407,Toronto,Cleveland,117,-200,104,175
3408,Milwaukee,Washington,114,-400,102,330
3409,NewOrleans,Chicago,126,-160,109,140
3410,Memphis,Indiana,133,-650,103,475
3411,Denver,Phoenix,130,-115,140,-105
3412,Charlotte,Utah,107,150,101,-170
3413,Detroit,Washington,97,-170,100,150
3414,Atlanta,GoldenState,121,-130,110,110
3415,Minnesota,Dallas,116,-165,95,145
3416,Miami,NewYork,103,-420,111,350
3417,Portland,Houston,106,160,125,-180
3418,LAClippers,Philadelphia,97,190,122,-220
3419,NewOrleans,SanAntonio,103,-240,107,200
3420,Orlando,Sacramento,110,-140,114,120
3421,Toronto,Indiana,131,-700,91,500
3422,Miami,Brooklyn,95,120,110,-140
3423,Memphis,Milwaukee,127,100,102,-120
3424,Cleveland,Chicago,94,-130,98,110
3425,Denver,OklahomaCity,113,-1800,107,950
3426,Portland,Houston,98,160,115,-180
3427,Detroit,NewYork,102,165,104,-185
3428,Boston,Minnesota,134,-250,112,210
3429,Washington,GoldenState,123,240,115,-280
3430,Phoenix,Philadelphia,114,-185,104,165
3431,NewOrleans,LALakers,116,-160,108,140
3432,Brooklyn,Charlotte,110,-265,119,225
3433,Dallas,Utah,114,-170,100,150
3434,Charlotte,Denver,109,140,113,-160
3435,Cleveland,Orlando,107,-400,101,330
3436,Indiana,Atlanta,123,265,132,-320
3437,Miami,Sacramento,123,-1400,100,800
3438,NewYork,Chicago,109,145,104,-165
3439,Toronto,Boston,115,-360,112,300
3440,Memphis,GoldenState,123,-430,95,360
3441,Houston,SanAntonio,120,350,123,-420
3442,Portland,OklahomaCity,131,-120,134,100
3443,Philadelphia,Milwaukee,116,-110,118,-110
3444,Washington,Chicago,94,155,107,-175
3445,Dallas,LALakers,128,-800,110,550
3446,Brooklyn,Detroit,130,-1200,123,750
3447,LAClippers,Utah,121,120,115,-140
3448,Indiana,Denver,118,400,125,-500
3449,Cleveland,Dallas,112,110,120,-130
3450,Washington,Orlando,127,-165,110,145
3451,NewYork,Charlotte,114,120,125,-140
3452,Toronto,Minnesota,125,-140,102,120
3453,Boston,Miami,98,-200,106,175
3454,Houston,Sacramento,118,130,121,-150
3455,OklahomaCity,Atlanta,118,600,136,-900
3456,SanAntonio,Memphis,111,175,112,-200
3457,Portland,NewOrleans,107,850,117,-1500
3458,GoldenState,Phoenix,103,175,107,-200
3459,Detroit,Philadelphia,102,375,94,-450
3460,Brooklyn,Milwaukee,119,-125,120,105
3461,Atlanta,Cleveland,131,-255,107,215
3462,Chicago,LAClippers,135,-135,130,115
3463,Utah,LALakers,122,-1000,109,650
3464,Washington,Dallas,135,275,103,-335
3465,Orlando,Toronto,89,475,102,-650
3466,Boston,Indiana,128,-1600,123,900
3467,Houston,Sacramento,117,140,122,-160
3468,Milwaukee,LAClippers,119,-165,153,145
3469,OklahomaCity,Detroit,101,160,110,-180
3470,Memphis,Phoenix,122,265,114,-320
3471,SanAntonio,Portland,130,-1400,111,800
3472,Denver,Minnesota,130,-140,136,120
3473,LALakers,NewOrleans,111,-135,114,115
3474,Philadelphia,Charlotte,144,-220,114,190
3475,NewYork,Cleveland,101,-135,119,115
3476,Atlanta,Brooklyn,122,115,115,-135
3477,Chicago,Miami,109,120,127,-140
3478,GoldenState,Utah,111,120,107,-140
3479,Milwaukee,Dallas,112,-280,118,240
3480,Boston,Washington,144,-1200,102,750
3481,LALakers,Denver,118,195,129,-230
3482,Indiana,Detroit,117,-175,121,155
3483,Cleveland,Philadelphia,108,180,112,-210
3484,Orlando,NewYork,88,180,118,-210
3485,OklahomaCity,Phoenix,117,800,96,-1400
3486,SanAntonio,Portland,113,-1400,92,800
3487,Toronto,Miami,109,-190,114,170
3488,Houston,Minnesota,132,750,139,-1200
3489,Sacramento,GoldenState,90,165,109,-185
3490,LAClippers,NewOrleans,119,-130,100,110
3491,Orlando,Cleveland,120,290,115,-350
3492,Indiana,Philadelphia,122,500,131,-700
3493,Toronto,Atlanta,118,-180,108,160
3494,Brooklyn,Houston,118,-1800,105,950
3495,Miami,Charlotte,144,-190,115,170
3496,Minnesota,Washington,114,-750,132,525
3497,Chicago,Milwaukee,106,235,127,-275
3498,OklahomaCity,Portland,98,-160,94,140
3499,Denver,SanAntonio,97,-400,116,330
3500,Utah,Memphis,121,-240,115,200
3501,Sacramento,NewOrleans,109,265,123,-320
3502,Phoenix,LALakers,121,-850,110,575
3503,Detroit,Dallas,113,330,131,-400
3504,NewYork,Brooklyn,98,230,110,-270
3505,Atlanta,Washington,118,-550,103,425
3506,Chicago,Boston,94,245,117,-290
3507,Utah,OklahomaCity,137,-1600,101,900
3508,LAClippers,Phoenix,113,-280,109,240
3509,Charlotte,Orlando,128,-1000,101,650
3510,Milwaukee,Boston,127,-360,121,300
3511,Toronto,Philadelphia,119,135,114,-155
3512,Minnesota,SanAntonio,127,-280,121,240
3513,NewOrleans,Portland,127,-2000,94,1000
3514,Denver,Memphis,122,-180,109,160
3515,GoldenState,LALakers,128,-1200,112,750
3516,Detroit,Milwaukee,101,400,131,-500
3517,Washington,NewYork,92,145,114,-165
3518,Toronto,Houston,117,-700,115,500
3519,Brooklyn,Cleveland,118,-360,107,300
3520,Miami,Atlanta,113,-125,109,105
3521,Chicago,Charlotte,117,-145,133,125
3522,Dallas,Portland,128,-3000,78,1200
3523,Utah,Phoenix,105,-145,111,125
3524,LALakers,OklahomaCity,120,-230,101,195
3525,Philadelphia,Indiana,133,-1100,120,700
3526,LAClippers,Sacramento,117,-700,98,500
3527,Memphis,NewOrleans,141,-350,114,290
3528,SanAntonio,GoldenState,94,250,100,-300
3529,Memphis,Boston,110,330,139,-400
3530,NewYork,Toronto,105,-110,94,-110
3531,Minnesota,Chicago,120,-300,124,250
3532,Orlando,Miami,125,235,111,-275
3533,LAClippers,OklahomaCity,138,-800,88,550
3534,Brooklyn,Indiana,134,-2000,126,1000
3535,Portland,Utah,80,1100,111,-2500
3536,Dallas,SanAntonio,130,-500,120,400
3537,Phoenix,Sacramento,109,-500,116,400
3538,Cleveland,Milwaukee,133,-380,115,320
3539,NewOrleans,GoldenState,107,240,128,-280
3540,Charlotte,Washington,124,-900,108,600
3541,Philadelphia,Detroit,118,-255,106,215
3542,Houston,Atlanta,114,550,130,-800
3543,Denver,LALakers,141,-240,146,200
3544,Brooklyn,Cleveland,115,-500,108,400
3545,Minnesota,LAClippers,109,-155,104,135
3546,Atlanta,Charlotte,132,-215,103,185
3547,NewOrleans,SanAntonio,113,-215,103,185
3548,Cleveland,Atlanta,101,115,107,-135
3549,LAClippers,NewOrleans,101,-260,105,220
3550,Dallas,Utah,93,195,99,-230
3551,Memphis,Minnesota,117,-265,130,225
3552,Philadelphia,Toronto,131,-190,111,170
3553,GoldenState,Denver,123,-255,107,215
3554,Boston,Brooklyn,115,-170,114,150
3555,Miami,Atlanta,115,-265,91,225
3556,Milwaukee,Chicago,93,-600,86,450
3557,Phoenix,NewOrleans,110,-500,99,400
3558,Philadelphia,Toronto,112,-310,97,260
3559,Dallas,Utah,110,180,104,-210
3560,GoldenState,Denver,126,-290,106,245
3561,Miami,Atlanta,115,-330,105,270
3562,Memphis,Minnesota,124,-280,96,240
3563,Phoenix,NewOrleans,114,-550,125,425
3564,Boston,Brooklyn,114,-155,107,135
3565,Toronto,Philadelphia,101,110,104,-130
3566,Milwaukee,Chicago,110,-500,114,400
3567,Minnesota,Memphis,95,120,104,-140
3568,Utah,Dallas,118,-390,126,325
3569,Denver,GoldenState,113,120,118,-140
3570,Atlanta,Miami,111,105,110,-125
3571,Chicago,Milwaukee,81,125,111,-145
3572,NewOrleans,Phoenix,111,115,114,-135
3573,Toronto,Philadelphia,110,130,102,-150
3574,Utah,Dallas,100,-240,99,200
3575,Brooklyn,Boston,103,-175,109,155
3576,Minnesota,Memphis,119,120,118,-140
3577,Chicago,Milwaukee,95,160,119,-180
3578,Denver,GoldenState,126,180,121,-210
3579,Atlanta,Miami,86,100,110,-120
3580,NewOrleans,Phoenix,118,110,103,-130
3581,Brooklyn,Boston,112,-125,116,105
3582,Philadelphia,Toronto,88,-370,103,310
3583,Dallas,Utah,102,-155,77,135
3584,Miami,Atlanta,97,-185,94,165
3585,Memphis,Minnesota,111,-270,109,230
3586,Phoenix,NewOrleans,112,-260,97,220
3587,Milwaukee,Chicago,116,-1000,100,650
3588,GoldenState,Denver,102,-450,98,375
3589,NewOrleans,Phoenix,109,130,115,-150
3590,Utah,Dallas,96,100,98,-120
3591,Toronto,Philadelphia,97,100,132,-120
3592,Minnesota,Memphis,106,100,114,-120
3593,Boston,Milwaukee,89,-190,101,170
3594,Memphis,GoldenState,116,125,117,-145
3595,Miami,Philadelphia,106,-370,92,310
3596,Phoenix,Dallas,121,-240,114,200
3597,Boston,Milwaukee,109,-180,86,160
3598,Memphis,GoldenState,106,110,101,-130
3599,Miami,Philadelphia,119,-380,103,320
3600,Phoenix,Dallas,129,-250,109,210
3601,Philadelphia,Miami,99,-120,79,100
3602,Dallas,Phoenix,103,-125,94,105
3603,Milwaukee,Boston,103,-130,101,110
3604,GoldenState,Memphis,142,-310,112,260
3605,Dallas,Phoenix,111,130,101,-150
3606,Philadelphia,Miami,116,-145,108,125
3607,Milwaukee,Boston,108,-125,116,105
3608,GoldenState,Memphis,101,-550,98,425
3609,Miami,Philadelphia,120,-155,85,135
3610,Phoenix,Dallas,110,-300,80,250
3611,Boston,Milwaukee,107,-210,110,180
3612,Memphis,GoldenState,134,155,95,-175
3613,Philadelphia,Miami,90,-140,99,120
3614,Dallas,Phoenix,113,110,86,-130
3615,Milwaukee,Boston,95,-125,108,105
3616,GoldenState,Memphis,110,-380,96,320
3617,Boston,Milwaukee,109,-240,81,200
3618,Phoenix,Dallas,90,-280,123,240
3619,Miami,Boston,118,-200,107,175
3620,GoldenState,Dallas,112,-240,87,200
3621,Miami,Boston,102,-115,127,-105
3622,GoldenState,Dallas,126,-250,117,210
3623,Boston,Miami,103,-250,109,210
3624,Dallas,GoldenState,100,-165,109,145
3625,Boston,Miami,102,-265,82,225
3626,Dallas,GoldenState,119,-125,109,105
3627,Miami,Boston,80,145,93,-165
3628,GoldenState,Dallas,120,-280,110,240
3629,Boston,Miami,103,-400,111,330
3630,Miami,Boston,96,130,100,-150
3631,GoldenState,Boston,108,-165,120,145
3632,GoldenState,Boston,107,-200,88,175
3633,Boston,GoldenState,116,-155,100,135
3634,Boston,GoldenState,97,-165,107,145
3635,Golden State,Boston,104,-165,94,145
3636,Boston,Golden State,90,-175,103,155
