,home,away,home_total,away_total,home_ml,away_ml,home_rat,away_rat,bet_home,home_win,bet_win,bet_lose,bet_odds,winnings
2083,Mephis Grizzlies,Orlando Magic,92,75,1.1111111111111112,7.0,,-5.849191857264415,0,1,0,1,7.0,-100.0
2084,Brooklyn Nets,Portland Trailblazers,109,128,2.3,1.6666666666666665,1.5507666832269629,,0,0,1,0,1.6666666666666665,66.66666666666666
2085,Chicago Bulls,Milwaukee Bucks,98,108,2.1,1.7692307692307692,-1.683908653442645,5.690196176556934,0,0,1,0,1.7692307692307692,76.9230769230769
2086,Pheonix Suns,Utah Jazz,121,100,1.625,2.4,,5.444032665642926,0,1,0,1,2.4,-100.0
2087,Los Angeles Lakers,Sacramento Kings,106,110,1.1538461538461537,5.75,2.002113488571497,-3.442680688649372,1,0,0,1,1.1538461538461537,-100.0
2088,Charlotte Hornets,Detroit Pistons,107,94,1.3125,3.65,-2.6556167949067144,-5.345550810181083,1,1,1,0,1.3125,31.25
2089,Houston Rockets,Golden State Warriors,87,113,4.2,1.263157894736842,-4.190734912751116,0.7095695951871412,0,0,1,0,1.263157894736842,26.315789473684205
2090,Minnesota Timberwolves,New Orleans Pelicans,136,140,2.4,1.625,-1.926723951826823,-0.5093593018062643,0,0,1,0,1.625,62.5
2091,Cleveland Cavaliers,Miami Heat,107,124,6.5,1.125,-4.3096922998804,2.6168031631855277,0,0,1,0,1.125,12.5
2092,Atlanta Hawks,Chicago Bulls,108,97,1.2702702702702702,4.1,-0.9797304267208033,-1.683908653442645,1,1,1,0,1.2702702702702702,27.027027027027017
2093,Oklahoma City Thunder,Indiana Pacers,95,152,4.2,1.263157894736842,-5.529767726818109,-0.8382516396313262,0,0,1,0,1.263157894736842,26.315789473684205
2094,Orlando Magic,Mephis Grizzlies,112,111,6.5,1.125,-5.849191857264415,,0,1,0,1,1.125,-100.0
2095,Dallas Mavericks,Washington Wizards,125,124,1.5,2.75,3.2529267441129175,-3.3898110933853416,1,1,1,0,1.5,50.0
2096,Los Angeles Clippers,Denver Nuggets,104,110,1.4,3.1,4.37862351620734,2.453386720352784,1,0,0,1,1.4,-100.0
2097,Utah Jazz,Toronto Raptors,106,102,1.3773584905660377,3.25,5.444032665642926,2.5734027207204195,1,1,1,0,1.3773584905660377,37.73584905660377
2098,Milwaukee Bucks,Brooklyn Nets,117,114,1.6896551724137931,2.25,5.690196176556934,1.5507666832269629,1,1,1,0,1.6896551724137931,68.9655172413793
2099,Boston Celtics,Portland Trailblazers,119,129,2.0,1.8333333333333335,4.979438202404495,,0,0,1,0,1.8333333333333335,83.33333333333334
2100,Houston Rockets,New York Knicks,97,122,5.75,1.1538461538461537,-4.190734912751116,-1.3776575013818333,0,0,1,0,1.1538461538461537,15.384615384615373
2101,San Antonio Spurs,Philadelphia 76ers,111,113,5.5,1.1666666666666667,-0.7090459573831968,3.2263149135805165,0,0,1,0,1.1666666666666667,16.66666666666667
2102,Charlotte Hornets,Miami Heat,111,121,2.9,1.4545454545454546,-2.6556167949067144,2.6168031631855277,0,0,1,0,1.4545454545454546,45.45454545454547
2103,Dallas Mavericks,Sacramento Kings,99,111,1.3636363636363638,3.35,3.2529267441129175,-3.442680688649372,1,0,0,1,1.3636363636363638,-100.0
2104,Oklahoma City Thunder,Pheonix Suns,120,123,10.0,1.0625,-5.529767726818109,,0,0,1,0,1.0625,6.25
2105,Los Angeles Lakers,Toronto Raptors,114,121,1.2,5.0,2.002113488571497,2.5734027207204195,0,0,1,0,5.0,400.0
2106,Detroit Pistons,Orlando Magic,112,119,1.7692307692307692,2.1,-5.345550810181083,-5.849191857264415,1,0,0,1,1.7692307692307692,-100.0
2107,Washington Wizards,Indiana Pacers,154,141,1.526315789473684,2.7,-3.3898110933853416,-0.8382516396313262,0,1,0,1,2.7,-100.0
2108,New Orleans Pelicans,Golden State Warriors,108,123,1.7692307692307692,2.1,-0.5093593018062643,0.7095695951871412,0,0,1,0,2.1,110.0
2109,Atlanta Hawks,Portland Trailblazers,123,114,1.7407407407407407,2.15,-0.9797304267208033,,0,1,0,1,2.15,-100.0
2110,Chicago Bulls,Philadelphia 76ers,94,106,3.6,1.3225806451612903,-1.683908653442645,3.2263149135805165,0,0,1,0,1.3225806451612903,32.258064516129025
2111,Mephis Grizzlies,New York Knicks,104,118,1.5555555555555556,2.6,,-1.3776575013818333,0,0,1,0,2.6,160.0
2112,Utah Jazz,San Antonio Spurs,110,99,1.303030303030303,3.7,5.444032665642926,-0.7090459573831968,1,1,1,0,1.303030303030303,30.30303030303031
2113,Los Angeles Lakers,Denver Nuggets,93,89,2.6,1.5555555555555556,2.002113488571497,2.453386720352784,0,1,0,1,1.5555555555555556,-100.0
2114,Cleveland Cavaliers,Pheonix Suns,118,134,8.0,1.0909090909090908,-4.3096922998804,,0,0,1,0,1.0909090909090908,9.09090909090908
2115,Detroit Pistons,Charlotte Hornets,99,102,2.6,1.5555555555555556,-5.345550810181083,-2.6556167949067144,0,0,1,0,1.5555555555555556,55.55555555555557
2116,Milwaukee Bucks,Brooklyn Nets,124,118,1.8,2.05,5.690196176556934,1.5507666832269629,1,1,1,0,1.8,80.0
2117,Oklahoma City Thunder,Sacramento Kings,99,103,2.8,1.4761904761904763,-5.529767726818109,-3.442680688649372,0,0,1,0,1.4761904761904763,47.61904761904762
2118,New Orleans Pelicans,Golden State Warriors,108,103,1.7692307692307692,2.1,-0.5093593018062643,0.7095695951871412,0,1,0,1,2.1,-100.0
2119,Miami Heat,Dallas Mavericks,113,127,1.9090909090909092,1.9090909090909092,2.6168031631855277,3.2529267441129175,0,0,1,0,1.9090909090909092,90.9090909090909
2120,Los Angeles Clippers,Toronto Raptors,105,100,1.1333333333333333,6.25,4.37862351620734,2.5734027207204195,1,1,1,0,1.1333333333333333,13.333333333333329
2121,Orlando Magic,Boston Celtics,96,132,7.25,1.1052631578947367,-5.849191857264415,4.979438202404495,0,0,1,0,1.1052631578947367,10.52631578947367
2122,Cleveland Cavaliers,Portland Trailblazers,105,141,7.0,1.1111111111111112,-4.3096922998804,,0,0,1,0,1.1111111111111112,11.111111111111114
2123,Minnesota Timberwolves,Mephis Grizzlies,135,139,2.4,1.625,-1.926723951826823,,0,0,1,0,1.625,62.5
2124,Atlanta Hawks,Pheonix Suns,135,103,1.9523809523809523,1.8695652173913042,-0.9797304267208033,,0,1,0,1,1.8695652173913042,-100.0
2125,Houston Rockets,Philadelphia 76ers,115,135,9.5,1.0666666666666667,-4.190734912751116,3.2263149135805165,0,0,1,0,1.0666666666666667,6.666666666666671
2126,Indiana Pacers,Sacramento Kings,93,104,1.4,3.1,-0.8382516396313262,-3.442680688649372,1,0,0,1,1.4,-100.0
2127,Milwaukee Bucks,Washington Wizards,135,134,1.5714285714285714,2.55,5.690196176556934,-3.3898110933853416,1,1,1,0,1.5714285714285714,57.14285714285714
2128,Utah Jazz,San Antonio Spurs,126,94,1.3571428571428572,3.4,5.444032665642926,-0.7090459573831968,1,1,1,0,1.3571428571428572,35.71428571428572
2129,Denver Nuggets,New York Knicks,113,97,1.625,2.4,2.453386720352784,-1.3776575013818333,1,1,1,0,1.625,62.5
2130,Charlotte Hornets,Chicago Bulls,99,120,2.6,1.5555555555555556,-2.6556167949067144,-1.683908653442645,0,0,1,0,1.5555555555555556,55.55555555555557
2131,Dallas Mavericks,Brooklyn Nets,113,109,2.3,1.6666666666666665,3.2529267441129175,1.5507666832269629,1,1,1,0,2.3,129.99999999999997
2132,Toronto Raptors,Washington Wizards,129,131,2.15,1.7407407407407407,2.5734027207204195,-3.3898110933853416,1,0,0,1,2.15,-100.0
2133,Detroit Pistons,Mephis Grizzlies,111,97,4.75,1.2222222222222223,-5.345550810181083,,0,1,0,1,1.2222222222222223,-100.0
2134,Indiana Pacers,Atlanta Hawks,133,126,3.05,1.4081632653061225,-0.8382516396313262,-0.9797304267208033,1,1,1,0,3.05,205.0
2135,Golden State Warriors,Oklahoma City Thunder,118,97,1.074074074074074,9.25,0.7095695951871412,-5.529767726818109,1,1,1,0,1.074074074074074,7.407407407407391
2136,Los Angeles Clippers,Los Angeles Lakers,118,94,1.263157894736842,4.2,4.37862351620734,2.002113488571497,1,1,1,0,1.263157894736842,26.315789473684205
2137,Philadelphia 76ers,New Orleans Pelicans,109,107,1.125,6.5,3.2263149135805165,-0.5093593018062643,1,1,1,0,1.125,12.5
2138,Chicago Bulls,Boston Celtics,121,99,2.55,1.5714285714285714,-1.683908653442645,4.979438202404495,0,1,0,1,1.5714285714285714,-100.0
2139,Milwaukee Bucks,Houston Rockets,141,133,1.025,15.0,5.690196176556934,-4.190734912751116,1,1,1,0,1.025,2.499999999999986
2140,Charlotte Hornets,Orlando Magic,122,112,1.3225806451612903,3.6,-2.6556167949067144,-5.849191857264415,1,1,1,0,1.3225806451612903,32.258064516129025
2141,Miami Heat,Minnesota Timberwolves,121,112,1.2941176470588236,3.8,2.6168031631855277,-1.926723951826823,1,1,1,0,1.2941176470588236,29.411764705882348
2142,Dallas Mavericks,Cleveland Cavaliers,110,90,1.1666666666666667,5.5,3.2529267441129175,-4.3096922998804,1,1,1,0,1.1666666666666667,16.66666666666667
2143,Pheonix Suns,New York Knicks,128,105,1.3773584905660377,3.25,,-1.3776575013818333,0,1,0,1,3.25,-100.0
2144,Utah Jazz,Denver Nuggets,127,120,1.5555555555555556,2.6,5.444032665642926,2.453386720352784,1,1,1,0,1.5555555555555556,55.55555555555557
2145,Sacramento Kings,San Antonio Spurs,104,113,2.7,1.526315789473684,-3.442680688649372,-0.7090459573831968,0,0,1,0,1.526315789473684,52.63157894736841
2146,Portland Trailblazers,Los Angeles Lakers,106,101,1.303030303030303,3.7,,2.002113488571497,0,1,0,1,3.7,-100.0
2147,Indiana Pacers,Washington Wizards,132,133,2.6,1.5555555555555556,-0.8382516396313262,-3.3898110933853416,1,0,0,1,2.6,-100.0
2148,Philadelphia 76ers,Detroit Pistons,118,104,1.2,5.0,3.2263149135805165,-5.345550810181083,1,1,1,0,1.2,20.0
2149,Toronto Raptors,Mephis Grizzlies,99,109,3.2,1.3846153846153846,2.5734027207204195,,0,0,1,0,1.3846153846153846,38.46153846153845
2150,Denver Nuggets,Brooklyn Nets,119,125,2.45,1.606060606060606,2.453386720352784,1.5507666832269629,1,0,0,1,2.45,-100.0
2151,Golden State Warriors,Oklahoma City Thunder,136,97,1.08,9.0,0.7095695951871412,-5.529767726818109,1,1,1,0,1.08,8.0
2152,Portland Trailblazers,San Antonio Spurs,124,102,1.4166666666666667,3.0,,-0.7090459573831968,0,1,0,1,3.0,-100.0
2153,Utah Jazz,Houston Rockets,124,116,1.04,12.0,5.444032665642926,-4.190734912751116,1,1,1,0,1.04,4.0
2154,Boston Celtics,Miami Heat,124,130,1.9090909090909092,1.9090909090909092,4.979438202404495,2.6168031631855277,1,0,0,1,1.9090909090909092,-100.0
2155,Los Angeles Clippers,New York Knicks,100,106,1.2857142857142856,3.9,4.37862351620734,-1.3776575013818333,1,0,0,1,1.2857142857142856,-100.0
2156,Cleveland Cavaliers,Dallas Mavericks,97,124,5.5,1.1666666666666667,-4.3096922998804,3.2529267441129175,0,0,1,0,1.1666666666666667,16.66666666666667
2157,Charlotte Hornets,New Orleans Pelicans,110,112,1.6451612903225805,2.35,-2.6556167949067144,-0.5093593018062643,0,0,1,0,2.35,135.0
2158,Orlando Magic,Minnesota Timberwolves,96,128,3.5,1.3333333333333333,-5.849191857264415,-1.926723951826823,0,0,1,0,1.3333333333333333,33.333333333333314
2159,Detroit Pistons,Chicago Bulls,96,108,4.75,1.2222222222222223,-5.345550810181083,-1.683908653442645,0,0,1,0,1.2222222222222223,22.22222222222223
2160,Los Angeles Lakers,Pheonix Suns,123,110,3.1,1.4,2.002113488571497,,0,1,0,1,1.4,-100.0
2161,Sacramento Kings,Oklahoma City Thunder,126,98,1.2222222222222223,4.75,-3.442680688649372,-5.529767726818109,1,1,1,0,1.2222222222222223,22.22222222222223
2162,Atlanta Hawks,Washington Wizards,125,124,1.2857142857142856,3.9,-0.9797304267208033,-3.3898110933853416,1,1,1,0,1.2857142857142856,28.571428571428555
2163,Cleveland Cavaliers,Indiana Pacers,102,111,4.75,1.2222222222222223,-4.3096922998804,-0.8382516396313262,0,0,1,0,1.2222222222222223,22.22222222222223
2164,Mephis Grizzlies,New Orleans Pelicans,115,110,1.2,5.0,,-0.5093593018062643,0,1,0,1,5.0,-100.0
2165,San Antonio Spurs,Milwaukee Bucks,146,125,3.5,1.3333333333333333,-0.7090459573831968,5.690196176556934,0,1,0,1,1.3333333333333333,-100.0
2166,Golden State Warriors,Utah Jazz,119,116,2.05,1.8,0.7095695951871412,5.444032665642926,0,1,0,1,1.8,-100.0
2167,Portland Trailblazers,Houston Rockets,140,129,1.0625,10.0,,-4.190734912751116,0,1,0,1,10.0,-100.0
2168,Detroit Pistons,Minnesota Timberwolves,100,119,3.6,1.3225806451612903,-5.345550810181083,-1.926723951826823,0,0,1,0,1.3225806451612903,32.258064516129025
2169,Charlotte Hornets,Denver Nuggets,112,117,3.0,1.4166666666666667,-2.6556167949067144,2.453386720352784,0,0,1,0,1.4166666666666667,41.666666666666686
2170,Boston Celtics,Miami Heat,121,129,2.0,1.8333333333333335,4.979438202404495,2.6168031631855277,1,0,0,1,2.0,-100.0
2171,Toronto Raptors,Los Angeles Clippers,96,115,8.5,1.0833333333333333,2.5734027207204195,4.37862351620734,0,0,1,0,1.0833333333333333,8.333333333333329
2172,Chicago Bulls,Brooklyn Nets,107,115,2.65,1.5405405405405406,-1.683908653442645,1.5507666832269629,0,0,1,0,1.5405405405405406,54.05405405405406
2173,Mephis Grizzlies,Dallas Mavericks,133,104,2.35,1.6451612903225805,,3.2529267441129175,0,1,0,1,1.6451612903225805,-100.0
2174,Indiana Pacers,Philadelphia 76ers,103,94,2.8,1.4761904761904763,-0.8382516396313262,3.2263149135805165,0,1,0,1,1.4761904761904763,-100.0
2175,Milwaukee Bucks,Orlando Magic,114,102,1.05,11.0,5.690196176556934,-5.849191857264415,1,1,1,0,1.05,5.0
2176,Golden State Warriors,Pheonix Suns,122,116,2.6,1.5555555555555556,0.7095695951871412,,0,1,0,1,1.5555555555555556,-100.0
2177,Sacramento Kings,Oklahoma City Thunder,122,106,1.2222222222222223,4.75,-3.442680688649372,-5.529767726818109,1,1,1,0,1.2222222222222223,22.22222222222223
2178,Los Angeles Lakers,New York Knicks,101,99,1.6896551724137931,2.25,2.002113488571497,-1.3776575013818333,1,1,1,0,1.6896551724137931,68.9655172413793
2179,Atlanta Hawks,Washington Wizards,120,116,1.3636363636363638,3.35,-0.9797304267208033,-3.3898110933853416,1,1,1,0,1.3636363636363638,36.363636363636374
2180,Brooklyn Nets,San Antonio Spurs,128,116,1.5,2.75,1.5507666832269629,-0.7090459573831968,1,1,1,0,1.5,50.0
2181,Cleveland Cavaliers,Boston Celtics,102,94,3.1,1.4,-4.3096922998804,4.979438202404495,0,1,0,1,1.4,-100.0
2182,Utah Jazz,Portland Trailblazers,98,105,1.8695652173913042,1.9523809523809523,5.444032665642926,,0,0,1,0,1.9523809523809523,95.23809523809524
2183,Dallas Mavericks,New Orleans Pelicans,125,107,1.2127659574468086,4.85,3.2529267441129175,-0.5093593018062643,1,1,1,0,1.2127659574468086,21.27659574468086
2184,Los Angeles Lakers,Houston Rockets,124,122,1.2,5.0,2.002113488571497,-4.190734912751116,1,1,1,0,1.2,20.0
2185,Charlotte Hornets,Los Angeles Clippers,90,113,3.9,1.2857142857142856,-2.6556167949067144,4.37862351620734,0,0,1,0,1.2857142857142856,28.571428571428555
2186,Indiana Pacers,Milwaukee Bucks,133,142,4.75,1.2222222222222223,-0.8382516396313262,5.690196176556934,0,0,1,0,1.2222222222222223,22.22222222222223
2187,Atlanta Hawks,Orlando Magic,116,93,1.0909090909090908,8.0,-0.9797304267208033,-5.849191857264415,1,1,1,0,1.0909090909090908,9.09090909090908
2188,New York Knicks,San Antonio Spurs,102,98,1.5,2.75,-1.3776575013818333,-0.7090459573831968,0,1,0,1,2.75,-100.0
2189,Miami Heat,Philadelphia 76ers,106,94,1.8,2.05,2.6168031631855277,3.2263149135805165,0,1,0,1,2.05,-100.0
2190,Mephis Grizzlies,Sacramento Kings,116,110,1.2857142857142856,3.9,,-3.442680688649372,0,1,0,1,3.9,-100.0
2191,Chicago Bulls,Toronto Raptors,114,102,1.1666666666666667,5.5,-1.683908653442645,2.5734027207204195,0,1,0,1,5.5,-100.0
2192,Minnesota Timberwolves,Denver Nuggets,103,114,2.2,1.7142857142857144,-1.926723951826823,2.453386720352784,0,0,1,0,1.7142857142857144,71.42857142857144
2193,Pheonix Suns,Portland Trailblazers,118,117,1.7692307692307692,2.1,,,0,1,0,1,2.1,-100.0
2194,Washington Wizards,Cleveland Cavaliers,120,105,1.2083333333333333,4.9,-3.3898110933853416,-4.3096922998804,1,1,1,0,1.2083333333333333,20.83333333333333
2195,Detroit Pistons,Denver Nuggets,91,104,4.3,1.25,-5.345550810181083,2.453386720352784,0,0,1,0,1.25,25.0
2196,Oklahoma City Thunder,Utah Jazz,93,109,11.0,1.05,-5.529767726818109,5.444032665642926,0,0,1,0,1.05,5.0
2197,Philadelphia 76ers,Orlando Magic,122,97,1.0625,10.0,3.2263149135805165,-5.849191857264415,1,1,1,0,1.0625,6.25
2198,Houston Rockets,Los Angeles Clippers,122,115,3.5,1.3333333333333333,-4.190734912751116,4.37862351620734,0,1,0,1,1.3333333333333333,-100.0
2199,Mephis Grizzlies,Sacramento Kings,107,106,1.625,2.4,,-3.442680688649372,0,1,0,1,2.4,-100.0
2200,Dallas Mavericks,Toronto Raptors,114,110,1.0555555555555556,10.5,3.2529267441129175,2.5734027207204195,1,1,1,0,1.0555555555555556,5.555555555555557
2201,Golden State Warriors,New Orleans Pelicans,125,122,1.8333333333333335,2.0,0.7095695951871412,-0.5093593018062643,1,1,1,0,1.8333333333333335,83.33333333333334
2202,Indiana Pacers,Los Angeles Lakers,115,122,4.3,1.25,-0.8382516396313262,2.002113488571497,0,0,1,0,1.25,25.0
2203,Minnesota Timberwolves,Boston Celtics,108,124,1.4761904761904763,2.8,-1.926723951826823,4.979438202404495,0,0,1,0,2.8,180.0
2204,San Antonio Spurs,Pheonix Suns,103,140,6.0,1.1428571428571428,-0.7090459573831968,,0,0,1,0,1.1428571428571428,14.285714285714278
2205,New York Knicks,Charlotte Hornets,118,109,1.4166666666666667,3.0,-1.3776575013818333,-2.6556167949067144,1,1,1,0,1.4166666666666667,41.666666666666686
2206,Milwaukee Bucks,Miami Heat,122,108,1.5555555555555556,2.6,5.690196176556934,2.6168031631855277,1,1,1,0,1.5555555555555556,55.55555555555557
2207,Brooklyn Nets,Chicago Bulls,105,91,1.1333333333333333,6.25,1.5507666832269629,-1.683908653442645,1,1,1,0,1.1333333333333333,13.333333333333329
2208,Sacramento Kings,Utah Jazz,99,121,6.5,1.125,-3.442680688649372,5.444032665642926,0,0,1,0,1.125,12.5
2209,Atlanta Hawks,Houston Rockets,124,95,1.303030303030303,3.7,-0.9797304267208033,-4.190734912751116,1,1,1,0,1.303030303030303,30.30303030303031
2210,Golden State Warriors,Mephis Grizzlies,113,101,1.606060606060606,2.45,0.7095695951871412,,0,1,0,1,2.45,-100.0
2211,San Antonio Spurs,Pheonix Suns,121,123,2.1,1.7692307692307692,-0.7090459573831968,,0,0,1,0,1.7692307692307692,76.9230769230769
2212,Brooklyn Nets,Cleveland Cavaliers,123,109,1.0625,10.0,1.5507666832269629,-4.3096922998804,1,1,1,0,1.0625,6.25
2213,Detroit Pistons,Miami Heat,107,120,2.5,1.5882352941176472,-5.345550810181083,2.6168031631855277,0,0,1,0,1.5882352941176472,58.823529411764724
2214,Oklahoma City Thunder,Los Angeles Clippers,117,112,4.0,1.2777777777777777,-5.529767726818109,4.37862351620734,0,1,0,1,1.2777777777777777,-100.0
2215,Minnesota Timberwolves,Dallas Mavericks,136,121,3.4,1.3571428571428572,-1.926723951826823,3.2529267441129175,0,1,0,1,1.3571428571428572,-100.0
2216,Philadelphia 76ers,Orlando Magic,128,117,1.3846153846153846,3.2,3.2263149135805165,-5.849191857264415,1,1,1,0,1.3846153846153846,38.46153846153845
2217,New Orleans Pelicans,Los Angeles Lakers,98,110,4.75,1.2222222222222223,-0.5093593018062643,2.002113488571497,0,0,1,0,1.2222222222222223,22.22222222222223
2218,Portland Trailblazers,Denver Nuggets,132,116,1.2439024390243902,4.4,,2.453386720352784,0,1,0,1,4.4,-100.0
2219,Chicago Bulls,Milwaukee Bucks,118,112,3.5,1.3333333333333333,-1.683908653442645,5.690196176556934,0,1,0,1,1.3333333333333333,-100.0
2220,Washington Wizards,Charlotte Hornets,115,110,1.3636363636363638,3.35,-3.3898110933853416,-2.6556167949067144,0,1,0,1,3.35,-100.0
2221,New York Knicks,Boston Celtics,96,92,1.1,7.5,-1.3776575013818333,4.979438202404495,0,1,0,1,7.5,-100.0
2222,Toronto Raptors,Indiana Pacers,113,125,3.0,1.4166666666666667,2.5734027207204195,-0.8382516396313262,1,0,0,1,3.0,-100.0
2223,Indiana Pacers,Charlotte Hornets,144,117,1.7692307692307692,2.1,-0.8382516396313262,-2.6556167949067144,1,1,1,0,1.7692307692307692,76.9230769230769
2224,Boston Celtics,Washington Wizards,118,100,1.7692307692307692,2.1,4.979438202404495,-3.3898110933853416,1,1,1,0,1.7692307692307692,76.9230769230769
2225,Mephis Grizzlies,San Antonio Spurs,100,96,1.526315789473684,2.7,,-0.7090459573831968,0,1,0,1,2.7,-100.0
2226,Los Angeles Lakers,Golden State Warriors,103,100,1.4081632653061225,3.05,2.002113488571497,0.7095695951871412,1,1,1,0,1.4081632653061225,40.81632653061226
2227,Washington Wizards,Indiana Pacers,142,115,1.625,2.4,-3.3898110933853416,-0.8382516396313262,0,1,0,1,2.4,-100.0
2228,Golden State Warriors,Mephis Grizzlies,112,117,1.4651162790697674,2.85,0.7095695951871412,,0,0,1,0,2.85,185.0
2229,Milwaukee Bucks,Miami Heat,109,107,1.4545454545454546,2.9,5.690196176556934,2.6168031631855277,1,1,1,0,1.4545454545454546,45.45454545454547
2230,Brooklyn Nets,Boston Celtics,104,93,1.263157894736842,4.2,1.5507666832269629,4.979438202404495,0,1,0,1,4.2,-100.0
2231,Los Angeles Clippers,Dallas Mavericks,103,113,1.4,3.1,4.37862351620734,3.2529267441129175,1,0,0,1,1.4,-100.0
2232,Denver Nuggets,Portland Trailblazers,109,123,1.8333333333333335,2.0,2.453386720352784,,0,0,1,0,2.0,100.0
2233,New York Knicks,Atlanta Hawks,105,107,1.8333333333333335,2.0,-1.3776575013818333,-0.9797304267208033,0,0,1,0,2.0,100.0
2234,Philadelphia 76ers,Washington Wizards,125,118,1.2777777777777777,4.0,3.2263149135805165,-3.3898110933853416,1,1,1,0,1.2777777777777777,27.77777777777777
2235,Pheonix Suns,Los Angeles Lakers,99,90,1.7142857142857144,2.2,,2.002113488571497,0,1,0,1,2.2,-100.0
2236,Utah Jazz,Mephis Grizzlies,109,112,1.2666666666666666,4.15,5.444032665642926,,0,0,1,0,4.15,315.00000000000006
2237,Milwaukee Bucks,Miami Heat,132,98,1.4761904761904763,2.8,5.690196176556934,2.6168031631855277,1,1,1,0,1.4761904761904763,47.61904761904762
2238,Denver Nuggets,Portland Trailblazers,128,109,1.7692307692307692,2.1,2.453386720352784,,0,1,0,1,2.1,-100.0
2239,Brooklyn Nets,Boston Celtics,130,108,1.2,5.0,1.5507666832269629,4.979438202404495,0,1,0,1,5.0,-100.0
2240,Pheonix Suns,Los Angeles Lakers,102,109,2.15,1.7407407407407407,,2.002113488571497,0,0,1,0,1.7407407407407407,74.07407407407408
2241,Los Angeles Clippers,Dallas Mavericks,121,127,1.3225806451612903,3.6,4.37862351620734,3.2529267441129175,1,0,0,1,1.3225806451612903,-100.0
2242,Philadelphia 76ers,Washington Wizards,120,95,1.263157894736842,4.2,3.2263149135805165,-3.3898110933853416,1,1,1,0,1.263157894736842,26.315789473684205
2243,New York Knicks,Atlanta Hawks,101,92,1.7407407407407407,2.15,-1.3776575013818333,-0.9797304267208033,0,1,0,1,2.15,-100.0
2244,Utah Jazz,Mephis Grizzlies,141,129,1.1818181818181819,5.25,5.444032665642926,,0,1,0,1,5.25,-100.0
2245,Miami Heat,Milwaukee Bucks,84,113,2.05,1.8,2.6168031631855277,5.690196176556934,0,0,1,0,1.8,80.0
2246,Los Angeles Lakers,Pheonix Suns,109,95,1.3571428571428572,3.4,2.002113488571497,,0,1,0,1,3.4,-100.0
2247,Portland Trailblazers,Denver Nuggets,115,120,1.5882352941176472,2.5,,2.453386720352784,0,0,1,0,2.5,150.0
2248,Atlanta Hawks,New York Knicks,105,94,1.526315789473684,2.7,-0.9797304267208033,-1.3776575013818333,1,1,1,0,1.526315789473684,52.63157894736841
2249,Boston Celtics,Brooklyn Nets,125,119,3.7,1.303030303030303,4.979438202404495,1.5507666832269629,1,1,1,0,3.7,270.0
2250,Dallas Mavericks,Los Angeles Clippers,108,118,2.35,1.6451612903225805,3.2529267441129175,4.37862351620734,0,0,1,0,1.6451612903225805,64.51612903225805
2251,Miami Heat,Milwaukee Bucks,103,120,2.65,1.5405405405405406,2.6168031631855277,5.690196176556934,0,0,1,0,1.5405405405405406,54.05405405405406
2252,Portland Trailblazers,Denver Nuggets,115,95,1.5,2.75,,2.453386720352784,0,1,0,1,2.75,-100.0
2253,Washington Wizards,Philadelphia 76ers,103,132,2.9,1.4545454545454546,-3.3898110933853416,3.2263149135805165,0,0,1,0,1.4545454545454546,45.45454545454547
2254,Mephis Grizzlies,Utah Jazz,111,121,2.85,1.4651162790697674,,5.444032665642926,0,0,1,0,1.4651162790697674,46.51162790697674
2255,Atlanta Hawks,New York Knicks,113,96,1.526315789473684,2.7,-0.9797304267208033,-1.3776575013818333,1,1,1,0,1.526315789473684,52.63157894736841
2256,Los Angeles Lakers,Pheonix Suns,92,100,1.3333333333333333,3.5,2.002113488571497,,0,0,1,0,3.5,250.0
2257,Boston Celtics,Brooklyn Nets,126,141,4.5,1.2380952380952381,4.979438202404495,1.5507666832269629,1,0,0,1,4.5,-100.0
2258,Dallas Mavericks,Los Angeles Clippers,81,106,2.4,1.625,3.2529267441129175,4.37862351620734,0,0,1,0,1.625,62.5
2259,Washington Wizards,Philadelphia 76ers,122,114,4.2,1.263157894736842,-3.3898110933853416,3.2263149135805165,0,1,0,1,1.263157894736842,-100.0
2260,Mephis Grizzlies,Utah Jazz,113,120,3.0,1.4166666666666667,,5.444032665642926,0,0,1,0,1.4166666666666667,41.666666666666686
2261,Brooklyn Nets,Boston Celtics,123,109,1.0833333333333333,8.5,1.5507666832269629,4.979438202404495,0,1,0,1,8.5,-100.0
2262,Denver Nuggets,Portland Trailblazers,147,140,1.7407407407407407,2.15,2.453386720352784,,0,1,0,1,2.15,-100.0
2263,Pheonix Suns,Los Angeles Lakers,115,85,1.5,2.75,,2.002113488571497,0,1,0,1,2.75,-100.0
2264,New York Knicks,Atlanta Hawks,89,103,1.8333333333333335,2.0,-1.3776575013818333,-0.9797304267208033,0,0,1,0,2.0,100.0
2265,Los Angeles Clippers,Dallas Mavericks,100,105,1.2941176470588236,3.8,4.37862351620734,3.2529267441129175,1,0,0,1,1.2941176470588236,-100.0
2266,Utah Jazz,Mephis Grizzlies,126,110,1.2173913043478262,4.8,5.444032665642926,,0,1,0,1,4.8,-100.0
2267,Philadelphia 76ers,Washington Wizards,129,112,1.4,3.1,3.2263149135805165,-3.3898110933853416,1,1,1,0,1.4,40.0
2268,Los Angeles Lakers,Pheonix Suns,100,113,1.7142857142857144,2.2,2.002113488571497,,0,0,1,0,2.2,120.00000000000003
2269,Portland Trailblazers,Denver Nuggets,115,126,1.5,2.75,,2.453386720352784,0,0,1,0,2.75,175.0
