,date,away,away_pts,home,home_pts,pt_diff,home_win,home_loss
359,2019-12-11,Charlotte Hornets,113,Brooklyn Nets,108,-5,0,1
360,2019-12-11,Atlanta Hawks,102,Chicago Bulls,136,34,1,0
361,2019-12-11,Utah Jazz,127,Minnesota Timberwolves,116,-11,0,1
362,2019-12-11,Memphis Grizzlies,115,Phoenix Suns,108,-7,0,1
363,2019-12-11,New Orleans Pelicans,112,Milwaukee Bucks,127,15,1,0
364,2019-12-11,Oklahoma City Thunder,93,Sacramento Kings,94,1,1,0
365,2019-12-11,New York Knicks,124,Golden State Warriors,122,-2,0,1
366,2019-12-12,Philadelphia 76ers,115,Boston Celtics,109,-6,0,1
367,2019-12-12,Cleveland Cavaliers,117,San Antonio Spurs,109,-8,0,1
368,2019-12-12,Dallas Mavericks,122,Detroit Pistons,111,-11,0,1
369,2019-12-12,Portland Trail Blazers,99,Denver Nuggets,114,15,1,0
370,2019-12-13,Los Angeles Lakers,113,Miami Heat,110,-3,0,1
371,2019-12-13,Houston Rockets,130,Orlando Magic,107,-23,0,1
372,2019-12-13,New Orleans Pelicans,109,Philadelphia 76ers,116,7,1,0
373,2019-12-13,Indiana Pacers,110,Atlanta Hawks,100,-10,0,1
374,2019-12-13,Charlotte Hornets,83,Chicago Bulls,73,-10,0,1
375,2019-12-13,Milwaukee Bucks,127,Memphis Grizzlies,114,-13,0,1
376,2019-12-13,Golden State Warriors,106,Utah Jazz,114,8,1,0
377,2019-12-13,Los Angeles Clippers,124,Minnesota Timberwolves,117,-7,0,1
378,2019-12-13,New York Knicks,103,Sacramento Kings,101,-2,0,1
379,2019-12-14,San Antonio Spurs,121,Phoenix Suns,119,-2,0,1
380,2019-12-14,Brooklyn Nets,102,Toronto Raptors,110,8,1,0
381,2019-12-14,Los Angeles Clippers,106,Chicago Bulls,109,3,1,0
382,2019-12-14,Washington Wizards,111,Memphis Grizzlies,128,17,1,0
383,2019-12-14,Miami Heat,122,Dallas Mavericks,118,-4,0,1
384,2019-12-14,Cleveland Cavaliers,108,Milwaukee Bucks,125,17,1,0
385,2019-12-14,Oklahoma City Thunder,102,Denver Nuggets,110,8,1,0
386,2019-12-14,Detroit Pistons,115,Houston Rockets,107,-8,0,1
387,2019-12-15,Orlando Magic,130,New Orleans Pelicans,119,-11,0,1
388,2019-12-15,Charlotte Hornets,85,Indiana Pacers,107,22,1,0
389,2019-12-15,Los Angeles Lakers,101,Atlanta Hawks,96,-5,0,1
390,2019-12-15,Philadelphia 76ers,89,Brooklyn Nets,109,20,1,0
391,2019-12-15,New York Knicks,105,Denver Nuggets,111,6,1,0
392,2019-12-15,Sacramento Kings,100,Golden State Warriors,79,-21,0,1
393,2019-12-16,Washington Wizards,133,Detroit Pistons,119,-14,0,1
394,2019-12-16,Cleveland Cavaliers,113,Toronto Raptors,133,20,1,0
395,2019-12-16,San Antonio Spurs,107,Houston Rockets,109,2,1,0
396,2019-12-16,Miami Heat,111,Memphis Grizzlies,118,7,1,0
397,2019-12-16,Dallas Mavericks,120,Milwaukee Bucks,116,-4,0,1
398,2019-12-16,Chicago Bulls,106,Oklahoma City Thunder,109,3,1,0
399,2019-12-16,Portland Trail Blazers,111,Phoenix Suns,110,-1,0,1
400,2019-12-17,Sacramento Kings,102,Charlotte Hornets,110,8,1,0
401,2019-12-17,Los Angeles Lakers,102,Indiana Pacers,105,3,1,0
402,2019-12-17,Atlanta Hawks,120,New York Knicks,143,23,1,0
403,2019-12-17,Brooklyn Nets,108,New Orleans Pelicans,101,-7,0,1
404,2019-12-17,Orlando Magic,102,Utah Jazz,109,7,1,0
405,2019-12-17,Phoenix Suns,99,Los Angeles Clippers,120,21,1,0
406,2019-12-18,Charlotte Hornets,98,Cleveland Cavaliers,100,2,1,0
407,2019-12-18,Toronto Raptors,112,Detroit Pistons,99,-13,0,1
408,2019-12-18,Miami Heat,108,Philadelphia 76ers,104,-4,0,1
409,2019-12-18,Chicago Bulls,110,Washington Wizards,109,-1,0,1
410,2019-12-18,New Orleans Pelicans,107,Minnesota Timberwolves,99,-8,0,1
411,2019-12-18,Memphis Grizzlies,122,Oklahoma City Thunder,126,4,1,0
412,2019-12-18,Orlando Magic,104,Denver Nuggets,113,9,1,0
413,2019-12-18,Boston Celtics,109,Dallas Mavericks,103,-6,0,1
414,2019-12-18,Golden State Warriors,112,Portland Trail Blazers,122,10,1,0
415,2019-12-19,Utah Jazz,111,Atlanta Hawks,106,-5,0,1
416,2019-12-19,Los Angeles Lakers,104,Milwaukee Bucks,111,7,1,0
417,2019-12-19,Brooklyn Nets,105,San Antonio Spurs,118,13,1,0
418,2019-12-19,Houston Rockets,122,Los Angeles Clippers,117,-5,0,1
419,2019-12-20,Memphis Grizzlies,107,Cleveland Cavaliers,114,7,1,0
420,2019-12-20,Sacramento Kings,105,Indiana Pacers,119,14,1,0
421,2019-12-20,Detroit Pistons,93,Boston Celtics,114,21,1,0
422,2019-12-20,Washington Wizards,118,Toronto Raptors,122,4,1,0
423,2019-12-20,New York Knicks,114,Miami Heat,129,15,1,0
424,2019-12-20,Phoenix Suns,108,Oklahoma City Thunder,126,18,1,0
425,2019-12-20,Dallas Mavericks,117,Philadelphia 76ers,98,-19,0,1
426,2019-12-20,Minnesota Timberwolves,100,Denver Nuggets,109,9,1,0
427,2019-12-20,Orlando Magic,103,Portland Trail Blazers,118,15,1,0
428,2019-12-20,New Orleans Pelicans,102,Golden State Warriors,106,4,1,0
429,2019-12-21,Utah Jazz,114,Charlotte Hornets,107,-7,0,1
430,2019-12-21,Atlanta Hawks,112,Brooklyn Nets,122,10,1,0
431,2019-12-21,Chicago Bulls,119,Detroit Pistons,107,-12,0,1
432,2019-12-21,Washington Wizards,108,Philadelphia 76ers,125,17,1,0
433,2019-12-21,Milwaukee Bucks,123,New York Knicks,102,-21,0,1
434,2019-12-21,Sacramento Kings,115,Memphis Grizzlies,119,4,1,0
435,2019-12-21,Los Angeles Clippers,134,San Antonio Spurs,109,-25,0,1
436,2019-12-21,Houston Rockets,139,Phoenix Suns,125,-14,0,1
437,2019-12-21,Minnesota Timberwolves,106,Portland Trail Blazers,113,7,1,0
438,2019-12-22,Dallas Mavericks,107,Toronto Raptors,110,3,1,0
439,2019-12-22,Charlotte Hornets,93,Boston Celtics,119,26,1,0
440,2019-12-22,Indiana Pacers,89,Milwaukee Bucks,117,28,1,0
441,2019-12-22,Los Angeles Clippers,112,Oklahoma City Thunder,118,6,1,0
442,2019-12-22,Denver Nuggets,128,Los Angeles Lakers,104,-24,0,1
443,2019-12-23,Atlanta Hawks,118,Cleveland Cavaliers,121,3,1,0
444,2019-12-23,Philadelphia 76ers,125,Detroit Pistons,109,-16,0,1
445,2019-12-23,Toronto Raptors,115,Indiana Pacers,120,5,1,0
446,2019-12-23,Washington Wizards,121,New York Knicks,115,-6,0,1
447,2019-12-23,Chicago Bulls,95,Orlando Magic,103,8,1,0
448,2019-12-23,Utah Jazz,104,Miami Heat,107,3,1,0
449,2019-12-23,San Antonio Spurs,145,Memphis Grizzlies,115,-30,0,1
450,2019-12-23,Denver Nuggets,113,Phoenix Suns,111,-2,0,1
451,2019-12-23,New Orleans Pelicans,102,Portland Trail Blazers,94,-8,0,1
452,2019-12-23,Houston Rockets,113,Sacramento Kings,104,-9,0,1
453,2019-12-23,Minnesota Timberwolves,104,Golden State Warriors,113,9,1,0
454,2019-12-25,Boston Celtics,118,Toronto Raptors,102,-16,0,1
455,2019-12-25,Milwaukee Bucks,109,Philadelphia 76ers,121,12,1,0
456,2019-12-25,Houston Rockets,104,Golden State Warriors,116,12,1,0
457,2019-12-25,Los Angeles Clippers,111,Los Angeles Lakers,106,-5,0,1
458,2019-12-25,New Orleans Pelicans,112,Denver Nuggets,100,-12,0,1
459,2019-12-26,Washington Wizards,102,Detroit Pistons,132,30,1,0
460,2019-12-26,New York Knicks,94,Brooklyn Nets,82,-12,0,1
461,2019-12-26,San Antonio Spurs,98,Dallas Mavericks,102,4,1,0
462,2019-12-26,Memphis Grizzlies,110,Oklahoma City Thunder,97,-13,0,1
463,2019-12-26,Minnesota Timberwolves,105,Sacramento Kings,104,-1,0,1
464,2019-12-26,Portland Trail Blazers,115,Utah Jazz,121,6,1,0
465,2019-12-27,Cleveland Cavaliers,117,Boston Celtics,129,12,1,0
466,2019-12-27,Oklahoma City Thunder,104,Charlotte Hornets,102,-2,0,1
467,2019-12-27,Philadelphia 76ers,97,Orlando Magic,98,1,1,0
468,2019-12-27,Milwaukee Bucks,112,Atlanta Hawks,86,-26,0,1
469,2019-12-27,Indiana Pacers,112,Miami Heat,113,1,1,0
470,2019-12-27,Phoenix Suns,96,Golden State Warriors,105,9,1,0
471,2019-12-28,Memphis Grizzlies,110,Denver Nuggets,119,9,1,0
472,2019-12-28,Toronto Raptors,113,Boston Celtics,97,-16,0,1
473,2019-12-28,Indiana Pacers,98,New Orleans Pelicans,120,22,1,0
474,2019-12-28,Atlanta Hawks,81,Chicago Bulls,116,35,1,0
475,2019-12-28,Brooklyn Nets,98,Houston Rockets,108,10,1,0
476,2019-12-28,Philadelphia 76ers,116,Miami Heat,117,1,1,0
477,2019-12-28,Cleveland Cavaliers,94,Minnesota Timberwolves,88,-6,0,1
478,2019-12-28,New York Knicks,107,Washington Wizards,100,-7,0,1
479,2019-12-28,Dallas Mavericks,141,Golden State Warriors,121,-20,0,1
480,2019-12-28,Orlando Magic,100,Milwaukee Bucks,111,11,1,0
481,2019-12-28,Detroit Pistons,109,San Antonio Spurs,136,27,1,0
482,2019-12-28,Phoenix Suns,112,Sacramento Kings,110,-2,0,1
483,2019-12-28,Los Angeles Lakers,128,Portland Trail Blazers,120,-8,0,1
484,2019-12-28,Utah Jazz,120,Los Angeles Clippers,107,-13,0,1
485,2019-12-29,Oklahoma City Thunder,98,Toronto Raptors,97,-1,0,1
486,2019-12-29,Sacramento Kings,115,Denver Nuggets,120,5,1,0
487,2019-12-29,Charlotte Hornets,104,Memphis Grizzlies,117,13,1,0
488,2019-12-29,Houston Rockets,112,New Orleans Pelicans,127,15,1,0
489,2019-12-29,Dallas Mavericks,95,Los Angeles Lakers,108,13,1,0
490,2019-12-30,Atlanta Hawks,101,Orlando Magic,93,-8,0,1
491,2019-12-30,Miami Heat,105,Washington Wizards,123,18,1,0
492,2019-12-30,Milwaukee Bucks,123,Chicago Bulls,102,-21,0,1
493,2019-12-30,Brooklyn Nets,115,Minnesota Timberwolves,122,7,1,0
494,2019-12-30,Detroit Pistons,81,Utah Jazz,104,23,1,0
495,2019-12-30,Phoenix Suns,122,Portland Trail Blazers,116,-6,0,1
496,2019-12-31,Boston Celtics,109,Charlotte Hornets,92,-17,0,1
497,2019-12-31,Philadelphia 76ers,97,Indiana Pacers,115,18,1,0
498,2019-12-31,Los Angeles Clippers,105,Sacramento Kings,87,-18,0,1
499,2019-12-31,Denver Nuggets,104,Houston Rockets,130,26,1,0
500,2019-12-31,Golden State Warriors,113,San Antonio Spurs,117,4,1,0
501,2019-12-31,Cleveland Cavaliers,97,Toronto Raptors,117,20,1,0
502,2019-12-31,Dallas Mavericks,101,Oklahoma City Thunder,106,5,1,0
503,2020-01-01,Orlando Magic,122,Washington Wizards,101,-21,0,1
504,2020-01-01,Portland Trail Blazers,93,New York Knicks,117,24,1,0
505,2020-01-01,Minnesota Timberwolves,104,Milwaukee Bucks,106,2,1,0
506,2020-01-01,Phoenix Suns,107,Los Angeles Lakers,117,10,1,0
507,2020-01-02,Charlotte Hornets,109,Cleveland Cavaliers,106,-3,0,1
508,2020-01-02,Denver Nuggets,124,Indiana Pacers,116,-8,0,1
509,2020-01-02,Toronto Raptors,76,Miami Heat,84,8,1,0
510,2020-01-02,Utah Jazz,102,Chicago Bulls,98,-4,0,1
511,2020-01-02,Golden State Warriors,84,Minnesota Timberwolves,99,15,1,0
512,2020-01-02,Brooklyn Nets,111,Dallas Mavericks,123,12,1,0
513,2020-01-02,Oklahoma City Thunder,109,San Antonio Spurs,103,-6,0,1
514,2020-01-02,Memphis Grizzlies,123,Sacramento Kings,128,5,1,0
515,2020-01-02,Detroit Pistons,112,Los Angeles Clippers,126,14,1,0
516,2020-01-03,Atlanta Hawks,106,Boston Celtics,109,3,1,0
517,2020-01-03,Miami Heat,85,Orlando Magic,105,20,1,0
518,2020-01-03,Portland Trail Blazers,122,Washington Wizards,103,-19,0,1
519,2020-01-03,Philadelphia 76ers,108,Houston Rockets,118,10,1,0
520,2020-01-03,New York Knicks,112,Phoenix Suns,120,8,1,0
521,2020-01-03,New Orleans Pelicans,113,Los Angeles Lakers,123,10,1,0
522,2020-01-04,Memphis Grizzlies,140,Los Angeles Clippers,114,-26,0,1
523,2020-01-04,Toronto Raptors,121,Brooklyn Nets,102,-19,0,1
524,2020-01-04,Utah Jazz,109,Orlando Magic,96,-13,0,1
525,2020-01-04,Indiana Pacers,111,Atlanta Hawks,116,5,1,0
526,2020-01-04,Oklahoma City Thunder,121,Cleveland Cavaliers,106,-15,0,1
527,2020-01-04,Boston Celtics,111,Chicago Bulls,104,-7,0,1
528,2020-01-04,Denver Nuggets,114,Washington Wizards,128,14,1,0
529,2020-01-04,Charlotte Hornets,123,Dallas Mavericks,120,-3,0,1
530,2020-01-04,Detroit Pistons,111,Golden State Warriors,104,-7,0,1
531,2020-01-04,San Antonio Spurs,118,Milwaukee Bucks,127,9,1,0
532,2020-01-04,New Orleans Pelicans,117,Sacramento Kings,115,-2,0,1
533,2020-01-05,New York Knicks,132,Los Angeles Clippers,135,3,1,0
534,2020-01-05,Portland Trail Blazers,111,Miami Heat,122,11,1,0
535,2020-01-05,Minnesota Timberwolves,118,Cleveland Cavaliers,103,-15,0,1
536,2020-01-05,Memphis Grizzlies,121,Phoenix Suns,114,-7,0,1
537,2020-01-05,Detroit Pistons,99,Los Angeles Lakers,106,7,1,0
538,2020-01-06,Indiana Pacers,115,Charlotte Hornets,104,-11,0,1
539,2020-01-06,Brooklyn Nets,89,Orlando Magic,101,12,1,0
540,2020-01-06,Oklahoma City Thunder,113,Philadelphia 76ers,120,7,1,0
541,2020-01-06,Boston Celtics,94,Washington Wizards,99,5,1,0
542,2020-01-06,Denver Nuggets,123,Atlanta Hawks,115,-8,0,1
543,2020-01-06,Utah Jazz,128,New Orleans Pelicans,126,-2,0,1
544,2020-01-06,Chicago Bulls,110,Dallas Mavericks,118,8,1,0
545,2020-01-06,Milwaukee Bucks,104,San Antonio Spurs,126,22,1,0
546,2020-01-06,Golden State Warriors,98,Sacramento Kings,111,13,1,0
547,2020-01-07,Detroit Pistons,115,Cleveland Cavaliers,113,-2,0,1
548,2020-01-07,Portland Trail Blazers,101,Toronto Raptors,99,-2,0,1
549,2020-01-07,Oklahoma City Thunder,111,Brooklyn Nets,103,-8,0,1
550,2020-01-07,Minnesota Timberwolves,112,Memphis Grizzlies,119,7,1,0
551,2020-01-07,Sacramento Kings,114,Phoenix Suns,103,-11,0,1
552,2020-01-07,New York Knicks,87,Los Angeles Lakers,117,30,1,0
553,2020-01-08,San Antonio Spurs,129,Boston Celtics,114,-15,0,1
554,2020-01-08,Toronto Raptors,112,Charlotte Hornets,110,-2,0,1
555,2020-01-08,Miami Heat,122,Indiana Pacers,108,-14,0,1
556,2020-01-08,Washington Wizards,89,Orlando Magic,123,34,1,0
557,2020-01-08,Houston Rockets,122,Atlanta Hawks,115,-7,0,1
558,2020-01-08,Denver Nuggets,107,Dallas Mavericks,106,-1,0,1
559,2020-01-08,Chicago Bulls,108,New Orleans Pelicans,123,15,1,0
560,2020-01-08,New York Knicks,104,Utah Jazz,128,24,1,0
561,2020-01-08,Milwaukee Bucks,107,Golden State Warriors,98,-9,0,1
562,2020-01-09,Cleveland Cavaliers,115,Detroit Pistons,112,-3,0,1
563,2020-01-09,Boston Celtics,98,Philadelphia 76ers,109,11,1,0
564,2020-01-09,Portland Trail Blazers,102,Minnesota Timberwolves,116,14,1,0
565,2020-01-09,Houston Rockets,92,Oklahoma City Thunder,113,21,1,0
566,2020-01-10,Atlanta Hawks,101,Washington Wizards,111,10,1,0
567,2020-01-10,New Orleans Pelicans,123,New York Knicks,111,-12,0,1
568,2020-01-10,Miami Heat,113,Brooklyn Nets,117,4,1,0
569,2020-01-10,Indiana Pacers,116,Chicago Bulls,105,-11,0,1
570,2020-01-10,San Antonio Spurs,121,Memphis Grizzlies,134,13,1,0
571,2020-01-10,Orlando Magic,94,Phoenix Suns,98,4,1,0
572,2020-01-10,Charlotte Hornets,92,Utah Jazz,109,17,1,0
573,2020-01-10,Los Angeles Lakers,129,Dallas Mavericks,114,-15,0,1
574,2020-01-10,Milwaukee Bucks,127,Sacramento Kings,106,-21,0,1
575,2020-01-10,Golden State Warriors,100,Los Angeles Clippers,109,9,1,0
576,2020-01-11,Minnesota Timberwolves,109,Houston Rockets,139,30,1,0
577,2020-01-11,New Orleans Pelicans,105,Boston Celtics,140,35,1,0
578,2020-01-11,Chicago Bulls,108,Detroit Pistons,99,-9,0,1
579,2020-01-11,Los Angeles Lakers,125,Oklahoma City Thunder,110,-15,0,1
580,2020-01-11,Philadelphia 76ers,91,Dallas Mavericks,109,18,1,0
581,2020-01-11,Cleveland Cavaliers,111,Denver Nuggets,103,-8,0,1
582,2020-01-11,Milwaukee Bucks,122,Portland Trail Blazers,101,-21,0,1
583,2020-01-12,Miami Heat,121,New York Knicks,124,3,1,0
584,2020-01-12,Utah Jazz,127,Washington Wizards,116,-11,0,1
585,2020-01-12,Atlanta Hawks,86,Brooklyn Nets,108,22,1,0
586,2020-01-12,Golden State Warriors,102,Memphis Grizzlies,122,20,1,0
587,2020-01-12,San Antonio Spurs,105,Toronto Raptors,104,-1,0,1
588,2020-01-12,Los Angeles Clippers,104,Denver Nuggets,114,10,1,0
589,2020-01-12,Charlotte Hornets,92,Phoenix Suns,100,8,1,0
590,2020-01-13,New Orleans Pelicans,117,Detroit Pistons,110,-7,0,1
591,2020-01-13,Philadelphia 76ers,95,Indiana Pacers,101,6,1,0
592,2020-01-13,Chicago Bulls,101,Boston Celtics,113,12,1,0
593,2020-01-13,Oklahoma City Thunder,117,Minnesota Timberwolves,104,-13,0,1
594,2020-01-13,Charlotte Hornets,112,Portland Trail Blazers,115,3,1,0
595,2020-01-13,Orlando Magic,114,Sacramento Kings,112,-2,0,1
596,2020-01-13,Cleveland Cavaliers,99,Los Angeles Lakers,128,29,1,0
597,2020-01-14,Phoenix Suns,110,Atlanta Hawks,123,13,1,0
598,2020-01-14,Utah Jazz,118,Brooklyn Nets,107,-11,0,1
599,2020-01-14,Houston Rockets,110,Memphis Grizzlies,121,11,1,0
600,2020-01-14,New York Knicks,102,Milwaukee Bucks,128,26,1,0
601,2020-01-14,Dallas Mavericks,124,Golden State Warriors,97,-27,0,1
602,2020-01-14,Cleveland Cavaliers,103,Los Angeles Clippers,128,25,1,0
603,2020-01-15,Detroit Pistons,116,Boston Celtics,103,-13,0,1
604,2020-01-15,Brooklyn Nets,106,Philadelphia 76ers,117,11,1,0
605,2020-01-15,San Antonio Spurs,100,Miami Heat,106,6,1,0
606,2020-01-15,Washington Wizards,106,Chicago Bulls,115,9,1,0
607,2020-01-15,Indiana Pacers,104,Minnesota Timberwolves,99,-5,0,1
608,2020-01-15,Toronto Raptors,130,Oklahoma City Thunder,121,-9,0,1
609,2020-01-15,Charlotte Hornets,86,Denver Nuggets,100,14,1,0
610,2020-01-15,Portland Trail Blazers,117,Houston Rockets,107,-10,0,1
611,2020-01-15,Dallas Mavericks,127,Sacramento Kings,123,-4,0,1
612,2020-01-15,Orlando Magic,119,Los Angeles Lakers,118,-1,0,1
613,2020-01-16,Phoenix Suns,121,New York Knicks,98,-23,0,1
614,2020-01-16,Boston Celtics,123,Milwaukee Bucks,128,5,1,0
615,2020-01-16,Utah Jazz,132,New Orleans Pelicans,138,6,1,0
616,2020-01-16,Denver Nuggets,134,Golden State Warriors,131,-3,0,1
617,2020-01-16,Orlando Magic,95,Los Angeles Clippers,122,27,1,0
618,2020-01-17,Minnesota Timberwolves,114,Indiana Pacers,116,2,1,0
619,2020-01-17,Chicago Bulls,89,Philadelphia 76ers,100,11,1,0
620,2020-01-17,Washington Wizards,111,Toronto Raptors,140,29,1,0
621,2020-01-17,Cleveland Cavaliers,109,Memphis Grizzlies,113,4,1,0
622,2020-01-17,Miami Heat,115,Oklahoma City Thunder,108,-7,0,1
623,2020-01-17,Atlanta Hawks,121,San Antonio Spurs,120,-1,0,1
624,2020-01-17,Portland Trail Blazers,112,Dallas Mavericks,120,8,1,0
625,2020-01-18,Los Angeles Clippers,133,New Orleans Pelicans,130,-3,0,1
626,2020-01-18,Milwaukee Bucks,117,Brooklyn Nets,97,-20,0,1
627,2020-01-18,Phoenix Suns,123,Boston Celtics,119,-4,0,1
628,2020-01-18,Detroit Pistons,136,Atlanta Hawks,103,-33,0,1
629,2020-01-18,Philadelphia 76ers,90,New York Knicks,87,-3,0,1
630,2020-01-18,Cleveland Cavaliers,116,Chicago Bulls,118,2,1,0
631,2020-01-18,Toronto Raptors,122,Minnesota Timberwolves,112,-10,0,1
632,2020-01-18,Orlando Magic,95,Golden State Warriors,109,14,1,0
633,2020-01-18,Los Angeles Lakers,124,Houston Rockets,115,-9,0,1
634,2020-01-18,Portland Trail Blazers,106,Oklahoma City Thunder,119,13,1,0
635,2020-01-18,Sacramento Kings,101,Utah Jazz,123,22,1,0
636,2020-01-19,Miami Heat,102,San Antonio Spurs,107,5,1,0
637,2020-01-19,Indiana Pacers,115,Denver Nuggets,107,-8,0,1
638,2020-01-20,Detroit Pistons,100,Washington Wizards,106,6,1,0
639,2020-01-20,Toronto Raptors,122,Atlanta Hawks,117,-5,0,1
640,2020-01-20,Philadelphia 76ers,117,Brooklyn Nets,111,-6,0,1
641,2020-01-20,Orlando Magic,106,Charlotte Hornets,83,-23,0,1
642,2020-01-20,New York Knicks,106,Cleveland Cavaliers,86,-20,0,1
643,2020-01-20,Oklahoma City Thunder,112,Houston Rockets,107,-5,0,1
644,2020-01-20,New Orleans Pelicans,126,Memphis Grizzlies,116,-10,0,1
645,2020-01-20,Sacramento Kings,113,Miami Heat,118,5,1,0
646,2020-01-20,Chicago Bulls,98,Milwaukee Bucks,111,13,1,0
647,2020-01-20,Los Angeles Lakers,107,Boston Celtics,139,32,1,0
648,2020-01-20,Denver Nuggets,107,Minnesota Timberwolves,100,-7,0,1
649,2020-01-20,San Antonio Spurs,120,Phoenix Suns,118,-2,0,1
650,2020-01-20,Indiana Pacers,88,Utah Jazz,118,30,1,0
651,2020-01-20,Golden State Warriors,124,Portland Trail Blazers,129,5,1,0
652,2020-01-21,Los Angeles Clippers,110,Dallas Mavericks,107,-3,0,1
653,2020-01-22,Sacramento Kings,106,Detroit Pistons,127,21,1,0
654,2020-01-22,Oklahoma City Thunder,120,Orlando Magic,114,-6,0,1
655,2020-01-22,Philadelphia 76ers,95,Toronto Raptors,107,12,1,0
656,2020-01-22,Los Angeles Clippers,95,Atlanta Hawks,102,7,1,0
657,2020-01-22,Memphis Grizzlies,95,Boston Celtics,119,24,1,0
658,2020-01-22,Washington Wizards,129,Miami Heat,134,5,1,0
659,2020-01-22,Los Angeles Lakers,100,New York Knicks,92,-8,0,1
660,2020-01-22,Minnesota Timberwolves,110,Chicago Bulls,117,7,1,0
661,2020-01-22,Denver Nuggets,105,Houston Rockets,121,16,1,0
662,2020-01-22,Indiana Pacers,112,Phoenix Suns,87,-25,0,1
663,2020-01-22,San Antonio Spurs,121,New Orleans Pelicans,117,-4,0,1
664,2020-01-22,Utah Jazz,129,Golden State Warriors,96,-33,0,1
665,2020-01-23,Washington Wizards,124,Cleveland Cavaliers,112,-12,0,1
666,2020-01-23,Los Angeles Lakers,128,Brooklyn Nets,113,-15,0,1
667,2020-01-23,Dallas Mavericks,133,Portland Trail Blazers,125,-8,0,1
668,2020-01-24,Milwaukee Bucks,116,Charlotte Hornets,103,-13,0,1
669,2020-01-24,Memphis Grizzlies,125,Detroit Pistons,112,-13,0,1
670,2020-01-24,Boston Celtics,109,Orlando Magic,98,-11,0,1
671,2020-01-24,Toronto Raptors,118,New York Knicks,112,-6,0,1
672,2020-01-24,Sacramento Kings,98,Chicago Bulls,81,-17,0,1
673,2020-01-24,Los Angeles Clippers,122,Miami Heat,117,-5,0,1
674,2020-01-24,Houston Rockets,131,Minnesota Timberwolves,124,-7,0,1
675,2020-01-24,Denver Nuggets,113,New Orleans Pelicans,106,-7,0,1
676,2020-01-24,Atlanta Hawks,111,Oklahoma City Thunder,140,29,1,0
677,2020-01-24,Phoenix Suns,103,San Antonio Spurs,99,-4,0,1
678,2020-01-24,Indiana Pacers,129,Golden State Warriors,118,-11,0,1
679,2020-01-25,Dallas Mavericks,107,Utah Jazz,112,5,1,0
680,2020-01-25,Brooklyn Nets,121,Detroit Pistons,111,-10,0,1
681,2020-01-25,Chicago Bulls,118,Cleveland Cavaliers,106,-12,0,1
682,2020-01-25,Oklahoma City Thunder,113,Minnesota Timberwolves,104,-9,0,1
683,2020-01-25,Los Angeles Lakers,91,Philadelphia 76ers,108,17,1,0
684,2020-01-26,Houston Rockets,110,Denver Nuggets,117,7,1,0
685,2020-01-26,Toronto Raptors,110,San Antonio Spurs,106,-4,0,1
686,2020-01-26,Washington Wizards,133,Atlanta Hawks,152,19,1,0
687,2020-01-26,Phoenix Suns,109,Memphis Grizzlies,114,5,1,0
688,2020-01-26,Boston Celtics,108,New Orleans Pelicans,123,15,1,0
689,2020-01-26,Brooklyn Nets,97,New York Knicks,110,13,1,0
690,2020-01-26,Los Angeles Clippers,112,Orlando Magic,97,-15,0,1
691,2020-01-26,Indiana Pacers,129,Portland Trail Blazers,139,10,1,0
692,2020-01-27,Cleveland Cavaliers,115,Detroit Pistons,100,-15,0,1
693,2020-01-27,Orlando Magic,92,Miami Heat,113,21,1,0
694,2020-01-27,San Antonio Spurs,109,Chicago Bulls,110,1,1,0
695,2020-01-27,Sacramento Kings,133,Minnesota Timberwolves,129,-4,0,1
696,2020-01-27,Dallas Mavericks,107,Oklahoma City Thunder,97,-10,0,1
697,2020-01-27,Houston Rockets,126,Utah Jazz,117,-9,0,1
698,2020-01-28,New York Knicks,92,Charlotte Hornets,97,5,1,0
699,2020-01-28,Golden State Warriors,104,Philadelphia 76ers,115,11,1,0
700,2020-01-28,New Orleans Pelicans,125,Cleveland Cavaliers,111,-14,0,1
701,2020-01-28,Atlanta Hawks,114,Toronto Raptors,130,16,1,0
702,2020-01-28,Denver Nuggets,96,Memphis Grizzlies,104,8,1,0
703,2020-01-28,Boston Celtics,109,Miami Heat,101,-8,0,1
704,2020-01-28,Washington Wizards,131,Milwaukee Bucks,151,20,1,0
705,2020-01-28,Phoenix Suns,133,Dallas Mavericks,104,-29,0,1
706,2020-01-29,Chicago Bulls,106,Indiana Pacers,115,9,1,0
